00	surveys	00-ROOT-social-engineering-with-ai-matecas-et-al.md
01	surveys	01-from-chatgpt-to-threatgpt-impact-of-generative-ai-in-cybersecurity-and-privacy.md
02	surveys	02-artificial-intelligence-crime-an-overview-of-malicious-use-and-abuse-of-ai.md
03	human-manipulation	03-towards-automating-social-engineering-using-social-networking-sites.md
04	surveys	04-digital-deception-generative-artificial-intelligence-in-social-engineering-and-p.md
05	defenses-benchmarks	05-gptzero-performance-in-identifying-artificial-intelligence-generated-medical-tex.md
06	human-manipulation	06-decoding-the-threat-landscape-chatgpt-fraudgpt-and-wormgpt-in-social-engineering.md
07	human-manipulation	07-the-potential-effects-of-deepfakes-on-news-media-and-entertainment.md
08	human-manipulation	08-exploring-the-dark-side-of-ai-advanced-phishing-attack-design-and-deployment-usi.md
09	jailbreaking	09-abusegpt-abuse-of-generative-ai-chatbots-to-create-smishing-campaigns.md
10	human-manipulation	10-detection-and-prevention-of-spear-phishing-attacks-a-comprehensive-survey.md
11	human-manipulation	11-exploring-the-potential-implications-of-ai-generated-content-in-social-engineeri.md
12	human-manipulation	12-phishing-and-social-engineering-in-the-age-of-llms.md
13	human-manipulation	13-trust-and-social-engineering-in-human-robot-interaction-will-a-robot-make-you-di.md
14	human-manipulation	14-friend-in-the-middle-attacks-exploiting-social-networking-sites-for-spam.md
15	human-manipulation	15-it-takes-two-to-lie-one-to-lie-and-one-to-listen.md
16	human-manipulation	16-evaluating-ai-generated-emails-a-comparative-efficiency-analysis.md
17	surveys	17-digital-sentinels-and-antagonists-the-dual-nature-of-chatbots-in-cybersecurity.md
18	surveys	18-understanding-major-topics-and-attitudes-toward-deepfakes-an-analysis-of-news-ar.md
19	human-manipulation	19-automated-social-engineering-attacks-using-chatbots-on-professional-social-netwo.md
20	prompt-injection	20-open-source-intelligence-on-the-internet-categorisation-and-evaluation-of-search.md
100	prompt-injection	100-arxiv-2302.12173-not-what-you-ve-signed-up-for-compromising-real-world-llm-integrated-a.md
101	jailbreaking	101-arxiv-2307.15043-universal-and-transferable-adversarial-attacks-on-aligned-language-mod.md
102	prompt-injection	102-arxiv-2211.09527-ignore-previous-prompt-attack-techniques-for-language-models.md
103	prompt-injection	103-arxiv-2306.05499-prompt-injection-attack-against-llm-integrated-applications.md
104	jailbreaking	104-arxiv-2310.03693-jailbroken-how-does-llm-safety-training-fail.md
105	agent-attacks	105-arxiv-2404.02151-agentdojo-a-dynamic-environment-to-evaluate-attacks-and-defenses-for-l.md
106	agent-attacks	106-arxiv-2403.02691-injecagent-benchmarking-indirect-prompt-injections-in-tool-integrated-.md
107	jailbreaking	107-arxiv-2310.08419-jailbreaking-black-box-large-language-models-in-twenty-queries-pair.md
108	defenses-benchmarks	108-arxiv-2402.04249-harmbench-a-standardized-evaluation-framework-for-automated-red-teamin.md
109	jailbreaking	109-arxiv-2307.02483-exploiting-programmatic-behavior-of-llms-dual-use-through-standard-sec.md
110	jailbreaking	110-arxiv-2309.01446-multi-step-jailbreaking-privacy-attacks-on-chatgpt.md
111	jailbreaking	111-arxiv-2404.02101-many-shot-jailbreaking.md
112	jailbreaking	112-arxiv-2310.04451-autodan-generating-stealthy-jailbreak-prompts-on-aligned-llms.md
113	jailbreaking	113-arxiv-2308.03825-do-anything-now-characterizing-and-evaluating-in-the-wild-jailbreak-pr.md
114	training-poisoning-backdoors	114-arxiv-2311.17035-scalable-extraction-of-training-data-from-production-language-models.md
115	agent-attacks	115-arxiv-2310.11987-identifying-the-risks-of-lm-agents-with-an-lm-emulated-sandbox-toolemu.md
116	multimodal-attacks	116-arxiv-2307.02533-visual-adversarial-examples-jailbreak-large-language-models.md
117	defenses-benchmarks	117-arxiv-2402.06363-safedecoding-defending-against-jailbreak-attacks-via-safety-aware-deco.md
118	training-poisoning-backdoors	118-arxiv-2307.16888-open-problems-and-fundamental-limitations-of-reinforcement-learning-fr.md
119	defenses-benchmarks	119-arxiv-2403.04783-badagent-inserting-and-activating-backdoor-attacks-in-llm-agents.md
120	jailbreaking	120-arxiv-2402.05668-comprehensive-assessment-of-jailbreak-attacks-against-llms.md
121	defenses-benchmarks	121-arxiv-2308.07308-jailbreaking-chatgpt-via-prompt-engineering-an-empirical-study.md
122	defenses-benchmarks	122-arxiv-2402.00794-building-guardrails-for-large-language-models.md
123	prompt-injection	123-arxiv-2403.03792-adashield-safeguarding-multimodal-large-language-models-from-structure.md
124	jailbreaking	124-arxiv-2402.10260-a-strongreject-for-empty-jailbreaks.md
125	defenses-benchmarks	125-arxiv-2404.13208-security-of-ai-agents.md
126	prompt-injection	126-arxiv-2403.04957-can-llms-follow-simple-rules-rules.md
127	defenses-benchmarks	127-arxiv-2406.05498-a-survey-on-safety-of-llm-based-agents.md
128	defenses-benchmarks	128-arxiv-2407.15549-tasktracker-are-you-still-on-track-catching-llm-task-drift-with-activa.md
129	defenses-benchmarks	129-arxiv-2309.00614-baseline-defenses-for-adversarial-attacks-against-aligned-language-mod.md
130	defenses-benchmarks	130-arxiv-2310.03684-smoothllm-defending-llms-against-jailbreaking-attacks.md
131	jailbreaking	131-arxiv-2309.10253-gptfuzzer-red-teaming-llms-with-auto-generated-jailbreak-prompts.md
132	jailbreaking	132-arxiv-2310.02446-low-resource-languages-jailbreak-gpt-4.md
133	surveys	133-arxiv-2312.04782-a-survey-on-large-language-model-based-autonomous-agents.md
134	defenses-benchmarks	134-arxiv-2405.07940-pleak-prompt-leaking-attacks-against-large-language-model-applications.md
135	jailbreaking	135-arxiv-2310.12815-attackgen-jailbreak-benchmark.md
136	jailbreaking	136-arxiv-2311.03348-scalable-and-transferable-black-box-jailbreaks.md
137	prompt-injection	137-arxiv-2404.06407-goal-guided-generative-prompt-injection-attack-on-llms.md
138	multimodal-attacks	138-arxiv-2405.18540-are-aligned-neural-networks-adversarially-aligned.md
139	jailbreaking	139-arxiv-2406.18510-wildteaming-at-scale-from-in-the-wild-jailbreaks.md
140	surveys	140-arxiv-2308.11521-use-of-llms-for-illicit-purposes-threats-prevention-mitigations.md
141	jailbreaking	141-arxiv-2402.17840-tree-of-attacks-jailbreaking-black-box-llms-automatically-tap.md
142	agent-attacks	142-arxiv-2409.00137-eia-environmental-injection-attack-on-generalist-web-agents.md
143	training-poisoning-backdoors	143-arxiv-2410.02644-agent-security-bench-asb.md
144	agent-attacks	144-arxiv-2409.11295-jailbreaking-large-language-models-through-alignment-vulnerabilities.md
145	training-poisoning-backdoors	145-arxiv-2311.16119-instructions-as-backdoors-backdoor-vulnerabilities-of-instruction-tuni.md
146	surveys	146-arxiv-2403.10557-adversarial-training-in-llms-a-survey.md
147	prompt-injection	147-arxiv-2404.16873-prompt-injection-attacks-against-image-generators.md
148	jailbreaking	148-arxiv-2406.00045-can-llms-deeply-detect-jailbreaks.md
149	jailbreaking	149-arxiv-2310.13127-an-llm-can-fool-itself-prompt-based-adversarial-attacks.md
150	agent-attacks	150-arxiv-2603.30016-architecting-secure-ai-agents-perspectives-on-system-level-defenses-ag.md
151	prompt-injection	151-arxiv-2602.20720-adaptools-adaptive-tool-based-indirect-prompt-injection-attacks-on-age.md
152	agent-attacks	152-arxiv-2602.09222-muzzle-adaptive-agentic-red-teaming-of-web-agents-against-indirect-pro.md
153	multimodal-attacks	153-arxiv-2512.06589-omnisafebench-mm-a-unified-benchmark-and-toolbox-for-multimodal-jailbr.md
154	agent-attacks	154-arxiv-2508.15310-ipiguard-a-novel-tool-dependency-graph-based-defense-against-indirect-.md
155	agent-attacks	155-arxiv-2503.00061-adaptive-attacks-break-defenses-against-indirect-prompt-injection-atta.md
156	prompt-injection	156-arxiv-2502.05174-melon-provable-defense-against-indirect-prompt-injection-attacks-in-ai.md
157	multimodal-attacks	157-arxiv-2408.09093-bathe-defense-against-the-jailbreak-attack-in-multimodal-large-languag.md
158	agent-attacks	158-arxiv-2604.11790-clawguard-a-runtime-security-framework-for-tool-augmented-llm-agents-a.md
159	training-poisoning-backdoors	159-arxiv-2604.09378-badskill-backdoor-attacks-on-agent-skills-via-model-in-skill-poisoning.md
160	agent-attacks	160-arxiv-2603.23791-the-cognitive-firewall-securing-browser-based-ai-agents-against-indire.md
161	prompt-injection	161-arxiv-2603.10749-attriguard-defeating-indirect-prompt-injection-in-llm-agents-via-causa.md
162	defenses-benchmarks	162-arxiv-2602.20708-icon-indirect-prompt-injection-defense-for-agents-based-on-inference-t.md
163	defenses-benchmarks	163-arxiv-2602.16520-recursive-language-models-for-jailbreak-detection-a-procedural-defense.md
164	multimodal-attacks	164-arxiv-2602.10148-red-teaming-the-multimodal-reasoning-jailbreaking-vision-language-mode.md
165	surveys	165-arxiv-2601.17548-prompt-injection-attacks-on-agentic-coding-assistants-a-systematic-ana.md
166	training-poisoning-backdoors	166-arxiv-2601.05504-memory-poisoning-attack-and-defense-on-memory-based-llm-agents.md
167	agent-attacks	167-arxiv-2601.04795-defense-against-indirect-prompt-injection-via-tool-result-parsing.md
168	multimodal-attacks	168-arxiv-2512.23557-toward-trustworthy-agentic-ai-a-multimodal-framework-for-preventing-pr.md
169	prompt-injection	169-arxiv-2512.20986-aegisagent-an-autonomous-defense-agent-against-prompt-injection-attack.md
170	multimodal-attacks	170-arxiv-2510.02677-arms-adaptive-red-teaming-agent-against-multimodal-models-with-plug-an.md
171	agent-attacks	171-arxiv-2507.14799-manipulating-llm-web-agents-with-indirect-prompt-injection-attack-via-.md
172	multimodal-attacks	172-arxiv-2505.14289-eva-red-teaming-gui-agents-via-evolving-indirect-prompt-injection.md
173	prompt-injection	173-arxiv-2505.05849-agentvigil-generic-black-box-red-teaming-for-indirect-prompt-injection.md
174	prompt-injection	174-arxiv-2504.21228-cacheprune-neural-based-attribution-defense-against-indirect-prompt-in.md
175	agent-attacks	175-arxiv-2504.19793-prompt-injection-attack-to-tool-selection-in-llm-agents.md
176	multimodal-attacks	176-arxiv-2503.19134-mirage-multimodal-immersive-reasoning-and-guided-exploration-for-red-t.md
177	multimodal-attacks	177-arxiv-2411.09259-jailbreak-attacks-and-defenses-against-multimodal-generative-models-a-.md
178	prompt-injection	178-arxiv-2410.21492-fath-authentication-based-test-time-defense-against-indirect-prompt-in.md
179	prompt-injection	179-arxiv-2409.19091-system-level-defense-against-indirect-prompt-injection-attacks-an-info.md
180	multimodal-attacks	180-arxiv-2604.16966-visual-inception-compromising-long-term-planning-in-agentic-recommende.md
181	prompt-injection	181-arxiv-2604.15368-logjack-indirect-prompt-injection-through-cloud-logs-against-llm-debug.md
182	multimodal-attacks	182-arxiv-2604.12284-webagentguard-a-reasoning-driven-guard-model-for-detecting-prompt-inje.md
183	multimodal-attacks	183-arxiv-2604.12616-every-picture-tells-a-dangerous-story-memory-augmented-multi-agent-jai.md
184	training-poisoning-backdoors	184-arxiv-2604.10681-critical-cot-a-robust-defense-framework-against-reasoning-level-backdo.md
185	agent-attacks	185-arxiv-2604.10134-planguard-defending-agents-against-indirect-prompt-injection-via-plann.md
186	training-poisoning-backdoors	186-arxiv-2604.05432-your-llm-agent-can-leak-your-data-data-exfiltration-via-backdoored-too.md
187	multimodal-attacks	187-arxiv-2604.04630-multimodal-backdoor-attack-on-vlms-for-autonomous-driving-via-graffiti.md
188	multimodal-attacks	188-arxiv-2604.04488-a-patch-based-cross-view-regularized-framework-for-backdoor-defense-in.md
189	agent-attacks	189-arxiv-2604.04989-skillattack-automated-red-teaming-of-agent-skills-through-attack-path-.md
190	training-poisoning-backdoors	190-arxiv-2604.03081-supply-chain-poisoning-attacks-against-llm-coding-agent-skill-ecosyste.md
191	training-poisoning-backdoors	191-arxiv-2604.02623-poison-once-exploit-forever-environment-injected-memory-poisoning-atta.md
192	multimodal-attacks	192-arxiv-2603.29418-adversarial-prompt-injection-attack-on-multimodal-large-language-model.md
193	training-poisoning-backdoors	193-arxiv-2603.27465-poisoning-the-genome-targeted-backdoor-attacks-on-dna-foundation-model.md
194	defenses-benchmarks	194-arxiv-2603.28817-guard-slm-token-activation-based-defense-against-jailbreak-attacks-for.md
195	prompt-injection	195-arxiv-2603.25164-pidp-attack-combining-prompt-injection-with-database-poisoning-attacks.md
196	surveys	196-arxiv-2603.22928-sok-the-attack-surface-of-agentic-ai-tools-and-autonomy.md
197	agent-attacks	197-arxiv-2603.22489-model-context-protocol-threat-modeling-and-analyzing-vulnerabilities-t.md
198	jailbreaking	198-arxiv-2603.17239-laaf-logic-layer-automated-attack-framework-a-systematic-red-teaming-m.md
199	prompt-injection	199-arxiv-2603.15714-how-vulnerable-are-ai-agents-to-indirect-prompt-injections-insights-fr.md
200	defenses-benchmarks	200-arxiv-2603.13026-pismith-reinforcement-learning-based-red-teaming-for-prompt-injection-.md
201	prompt-injection	201-arxiv-2603.13424-agent-privilege-separation-in-openclaw-a-structural-defense-against-pr.md
202	agent-attacks	202-arxiv-2603.11853-openclaw-prism-a-zero-fork-defense-in-depth-runtime-security-layer-for.md
203	training-poisoning-backdoors	203-arxiv-2603.18034-semantic-chameleon-corpus-dependent-poisoning-attacks-and-defenses-in-.md
204	training-poisoning-backdoors	204-arxiv-2603.08316-slowba-an-efficiency-backdoor-attack-towards-vlm-based-gui-agents.md
205	multimodal-attacks	205-arxiv-2603.03637-image-based-prompt-injection-hijacking-multimodal-llms-through-visuall.md
206	agent-attacks	206-arxiv-2602.22724-agentsentry-mitigating-indirect-prompt-injection-in-llm-agents-via-tem.md
207	prompt-injection	207-arxiv-2602.22242-analysis-of-llms-against-prompt-injection-and-jailbreak-attacks.md
208	surveys	208-arxiv-2602.19555-sok-a-taxonomy-of-attack-vectors-and-defense-strategies-for-agentic-su.md
209	training-poisoning-backdoors	209-arxiv-2602.18514-trojan-horses-in-recruiting-a-red-teaming-case-study-on-indirect-promp.md
210	agent-attacks	210-arxiv-2602.12194-maltool-malicious-tool-attacks-on-llm-agents.md
211	jailbreaking	211-arxiv-2602.04294-how-few-shot-demonstrations-affect-prompt-based-defenses-against-llm-j.md
212	agent-attacks	212-arxiv-2602.03792-websentinel-detecting-and-localizing-prompt-injection-attacks-for-web-.md
213	agent-attacks	213-arxiv-2602.03117-agentdyn-a-dynamic-open-ended-benchmark-for-evaluating-prompt-injectio.md
214	prompt-injection	214-arxiv-2601.22569-whispers-of-wealth-red-teaming-google-s-agent-payments-protocol-via-pr.md
215	surveys	215-arxiv-2601.22240-a-systematic-literature-review-on-llm-defenses-against-prompt-injectio.md
216	defenses-benchmarks	216-arxiv-2601.19174-shield-an-auto-healing-agentic-defense-framework-for-llm-resource-exha.md
217	agent-attacks	217-arxiv-2601.17566-sponge-tool-attack-stealthy-denial-of-efficiency-against-tool-augmente.md
218	prompt-injection	218-arxiv-2601.13612-pina-prompt-injection-attack-against-navigation-agents.md
219	jailbreaking	219-arxiv-2601.05466-jailbreaking-large-language-models-through-iterative-tool-disguised-at.md
220	training-poisoning-backdoors	220-arxiv-2601.04566-backdooragent-a-unified-framework-for-backdoor-attacks-on-llm-based-ag.md
221	prompt-injection	221-arxiv-2512.16307-beyond-the-benchmark-innovative-defenses-against-prompt-injection-atta.md
222	agent-attacks	222-arxiv-2512.09321-obliinjection-order-oblivious-prompt-injection-attack-to-llm-agents-wi.md
223	agent-attacks	223-arxiv-2512.08417-attention-is-all-you-need-to-defend-against-indirect-prompt-injection-.md
224	defenses-benchmarks	224-arxiv-2512.06556-securing-the-model-context-protocol-defending-llms-against-tool-poison.md
225	multimodal-attacks	225-arxiv-2512.05745-argus-defending-against-multimodal-indirect-prompt-injection-via-steer.md
226	jailbreaking	226-arxiv-2512.05485-teleai-safety-a-comprehensive-llm-jailbreaking-benchmark-towards-attac.md
227	multimodal-attacks	227-arxiv-2512.05853-vrsa-jailbreaking-multimodal-large-language-models-through-visual-reas.md
228	multimodal-attacks	228-arxiv-2512.04895-chameleon-adaptive-adversarial-agents-for-scaling-based-visual-prompt-.md
229	multimodal-attacks	229-arxiv-2511.07315-jpro-automated-multimodal-jailbreaking-via-multi-agent-collaboration-f.md
230	human-manipulation	230-arxiv-2603.25326-evaluating-language-models-for-harmful-manipulation.md
231	jailbreaking	231-arxiv-2403.14380-salvi-conversational-persuasiveness-of-llms-rct.md
232	human-manipulation	232-arxiv-2505.09662-schoenegger-llms-more-persuasive-than-incentivized-humans.md
233	surveys	233-arxiv-2505.07775-rogiers-comprehensive-survey-computational-persuasion.md
234	human-manipulation	234-arxiv-2510.06105-moloch-bargain-emergent-misalignment-llms-compete-audiences.md
235	human-manipulation	235-arxiv-2503.10728-darkbench-benchmarking-dark-patterns-large-language-models.md
236	human-manipulation	236-arxiv-2505.13995-elephant-measuring-social-sycophancy-in-llms.md
237	surveys	237-arxiv-2306.16388-durmus-subjective-global-opinions-language-models.md
238	jailbreaking	238-arxiv-2410.05401-climate-microtargeting-social-media-ads-llms.md
239	human-manipulation	239-arxiv-2603.09884-benchmarking-political-persuasion-risks-frontier-llms.md
240	agent-attacks	240-arxiv-2602.21262-under-the-influence-quantifying-persuasion-vigilance-llms.md
241	human-manipulation	241-arxiv-2512.01431-meta-analysis-persuasive-power-large-language-models.md
242	human-manipulation	242-arxiv-2604.04354-talk2ai-longitudinal-dataset-human-ai-persuasive-conversations.md
243	human-manipulation	243-arxiv-2604.03202-prosocial-persuasion-at-scale-llms-outperform-humans-donation-appeals.md
244	human-manipulation	244-arxiv-2604.16935-llms-persuade-psychologically-susceptible-humans-societal-issues.md
245	human-manipulation	245-arxiv-2604.06091-social-dynamics-critical-vulnerabilities-llm-collective-decision-making.md
246	surveys	246-arxiv-2505.12248-persuasion-and-safety-in-the-era-of-generative-ai.md
247	defenses-benchmarks	247-arxiv-2603.10018-deliberationbench-normative-benchmark-llm-influence-user-views.md
248	human-manipulation	248-arxiv-2502.08177-syceval-evaluating-llm-sycophancy.md
249	surveys	249-arxiv-2509.10830-siren-song-llms-users-perceive-respond-dark-patterns.md
250	influence-ops	250-arxiv-2408.12603-sleeper-social-bots-ai-disinformation-political-threat.md
251	deception-alignment	251-arxiv-2412.14093-alignment-faking-in-large-language-models.md
252	deception-alignment	252-arxiv-2412.04984-frontier-models-capable-of-in-context-scheming.md
253	deception-alignment	253-arxiv-2212.09251-discovering-language-model-behaviors-with-model-written-evals.md
254	human-manipulation	254-arxiv-2310.13548-towards-understanding-sycophancy-in-language-models.md
255	human-manipulation	255-arxiv-2308.03958-simple-synthetic-data-reduces-sycophancy.md
256	deception-alignment	256-arxiv-2406.10162-sycophancy-to-subterfuge-reward-tampering.md
257	defenses-benchmarks	257-arxiv-2407.12831-truth-is-universal-robust-detection-of-lies-in-llms.md
258	defenses-benchmarks	258-arxiv-2310.01405-representation-engineering-top-down-transparency.md
259	defenses-benchmarks	259-arxiv-2109.07958-truthfulqa-measuring-how-models-mimic-human-falsehoods.md
260	surveys	260-arxiv-2308.14752-ai-deception-a-survey-of-examples-risks-and-potential-solutions.md
261	deception-alignment	261-arxiv-2406.07358-ai-sandbagging-language-models-can-strategically-underperform.md
262	defenses-benchmarks	262-arxiv-2309.15840-how-to-catch-an-ai-liar-lie-detection-black-box-llms.md
263	deception-alignment	263-arxiv-2407.04694-me-myself-and-ai-situational-awareness-dataset-sad.md
264	deception-alignment	264-arxiv-2502.17424-emergent-misalignment-narrow-finetuning-broadly-misaligned-llms.md
265	deception-alignment	265-arxiv-2503.10965-auditing-language-models-for-hidden-objectives.md
266	deception-alignment	266-arxiv-2502.08640-utility-engineering-emergent-value-systems-in-ais.md
267	deception-alignment	267-arxiv-2507.11473-chain-of-thought-monitorability-fragile-opportunity-for-ai-safety.md
268	human-manipulation	268-arxiv-2411.02306-on-targeted-manipulation-and-deception-optimizing-llms-for-user-feedback.md
269	deception-alignment	269-arxiv-2501.13011-mona-myopic-optimization-non-myopic-approval-reward-hacking.md
271	jailbreaking	271-arxiv-2604.06820-beyond-surface-judgments-human-grounded-risk-evaluation-of-llm-generated-disinformation.md
272	influence-ops	272-arxiv-2603.29741-botverse-real-time-event-driven-simulation-of-social-agents.md
273	defenses-benchmarks	273-arxiv-2603.14525-malint-malicious-intent-dataset-inoculating-llms-for-disinformation-detection.md
274	surveys	274-arxiv-2601.21365-small-models-big-threats-safety-challenges-low-compute-ai-models.md
275	prompt-injection	275-arxiv-2601.16890-llm-based-adversarial-persuasion-attacks-on-fact-checking-systems.md
276	influence-ops	276-arxiv-2601.03752-multilingual-llms-personalized-disinformation-generation.md
277	influence-ops	277-arxiv-2508.20186-ai-propaganda-factories-with-language-models.md
278	influence-ops	278-arxiv-2510.26494-simulating-and-experimenting-with-social-media-mobilization-using-llm-agents.md
279	influence-ops	279-arxiv-2505.10867-coordinated-inauthentic-behavior-on-tiktok.md
280	influence-ops	280-arxiv-2410.22716-cross-platform-coordinated-inauthentic-activity-2024-us-election.md
281	influence-ops	281-arxiv-2404.14244-ai-generated-faces-in-the-real-world-twitter-profile-images.md
282	influence-ops	282-arxiv-2301.04246-generative-language-models-and-automated-influence-operations-goldstein.md
283	influence-ops	283-arxiv-2308.03740-cost-analysis-of-generative-language-models-and-influence-operations.md
284	influence-ops	284-arxiv-2603.03128-behavior-change-as-a-signal-for-identifying-social-media-manipulation.md
285	influence-ops	285-arxiv-2512.22082-agent-based-simulation-of-online-social-networks-and-disinformation.md
288	influence-ops	288-blog-openai-disrupting-malicious-uses-of-ai-october-2025.md
289	influence-ops	289-blog-openai-influence-and-cyber-operations-update-october-2024.md
290	influence-ops	290-blog-openai-disrupting-malicious-uses-of-our-models-february-2025.md
300	surveys	300-blog-simon-willison-prompt-injection-what-s-the-worst-that-can-happen.md
301	prompt-injection	301-blog-simon-willison-prompt-injection-attacks-against-gpt-3.md
302	agent-attacks	302-blog-simon-willison-the-dual-llm-pattern-for-building-ai-assistants-that-ca.md
303	prompt-injection	303-blog-simon-willison-prompt-injection-explained-with-video-slides-and-a-tran.md
304	prompt-injection	304-blog-simon-willison-delimiters-won-t-save-you-from-prompt-injection.md
305	prompt-injection	305-blog-simon-willison-prompt-injection-tag.md
306	prompt-injection	306-blog-simon-willison-you-can-t-solve-ai-security-problems-with-more-ai.md
307	agent-attacks	307-blog-simon-willison-the-lethal-trifecta-for-ai-agents-private-data-untruste.md
308	agent-attacks	308-blog-simon-willison-design-patterns-for-securing-llm-agents-against-prompt-.md
309	prompt-injection	309-blog-embrace-the-red-johann-rehberger-ascii-smuggler-unicode-tags.md
310	prompt-injection	310-blog-embrace-the-red-ascii-smuggler-unicode-tags.md
311	prompt-injection	311-blog-embrace-the-red-copilot-data-exfiltration.md
312	prompt-injection	312-blog-embrace-the-red-ai-injections-direct-and-indirect-prompt-injections.md
313	agent-attacks	313-blog-embrace-the-red-the-dawn-of-llm-application-worms.md
314	prompt-injection	314-blog-embrace-the-red-microsoft-copilot-data-exfiltration-via-indirect-promp.md
315	prompt-injection	315-blog-embrace-the-red-spyware-injection-into-llm-memory.md
316	agent-attacks	316-blog-embrace-the-red-google-gemini-planting-instructions-for-long-term-pers.md
317	prompt-injection	317-blog-kai-greshake-indirect-prompt-injection-threats.md
318	surveys	318-blog-owasp-top-10-for-llm-applications.md
319	prompt-injection	319-blog-owasp-llm01-prompt-injection-2025.md
320	defenses-benchmarks	320-blog-ncc-group-analyzing-ai-application-threat-models.md
321	prompt-injection	321-blog-ncc-group-exploring-prompt-injection-attacks.md
322	surveys	322-blog-hiddenlayer-prompt-injection-attacks-on-llms.md
323	prompt-injection	323-blog-hiddenlayer-universal-bypass-all-major-llms.md
324	jailbreaking	324-blog-anthropic-many-shot-jailbreaking.md
325	defenses-benchmarks	325-blog-anthropic-constitutional-ai.md
326	training-poisoning-backdoors	326-blog-anthropic-sleeper-agents-training-deceptive-llms.md
327	surveys	327-blog-anthropic-challenges-in-red-teaming-ai-systems.md
328	defenses-benchmarks	328-blog-anthropic-a-new-approach-to-enabling-early-stopping-of-ai-attacks.md
329	jailbreaking	329-blog-openai-adversarial-robustness-jailbreak-evaluation.md
330	defenses-benchmarks	330-blog-google-deepmind-agent-security-lessons-learned.md
331	jailbreaking	331-blog-microsoft-mitigating-skeleton-key-a-new-type-of-generative-ai-jailbrea.md
332	surveys	332-blog-microsoft-how-microsoft-discovers-and-mitigates-evolving-attacks-again.md
333	jailbreaking	333-blog-microsoft-new-jailbreak-technique-crescendo.md
334	jailbreaking	334-blog-microsoft-pyrit-open-source-red-team-toolkit.md
335	surveys	335-blog-protect-ai-llm-attacks-by-owasp.md
336	defenses-benchmarks	336-blog-langchain-security-best-practices.md
337	defenses-benchmarks	337-blog-llamaindex-llm-security.md
338	prompt-injection	338-blog-learn-prompting-prompt-injection.md
339	jailbreaking	339-blog-learn-prompting-jailbreaking.md
340	prompt-injection	340-blog-gandalf-lakera-prompt-injection-challenge.md
341	surveys	341-blog-lakera-the-ultimate-guide-to-prompt-injection.md
342	surveys	342-blog-lakera-insights-from-our-state-of-llm-security-report.md
343	prompt-injection	343-blog-riley-goodside-twitter-thread-prompt-injection-discovery-2022-archive.md
344	agent-attacks	344-blog-invariant-labs-github-mcp-exploited-accessing-private-repositories.md
345	training-poisoning-backdoors	345-blog-invariant-labs-mcp-security-notification-tool-poisoning-attacks.md
346	prompt-injection	346-blog-trail-of-bits-ai-ml-security-research.md
347	agent-attacks	347-blog-trail-of-bits-exploring-llm-agent-security.md
348	prompt-injection	348-blog-google-gemini-data-exfil-prompt-injection-via-documents.md
349	prompt-injection	349-blog-check-point-prompt-injection-attacks.md
350	surveys	350-blog-sans-generative-ai-adoption-risks.md
351	prompt-injection	351-blog-ibm-prompt-injection-attacks.md
352	surveys	352-blog-promptfoo-red-team-llms-guide.md
353	defenses-benchmarks	353-blog-arthur-ai-shield-llm-firewall.md
354	prompt-injection	354-blog-nvidia-garak-llm-vulnerability-scanner.md
355	defenses-benchmarks	355-blog-eleutherai-safety-adversarial-research.md
356	defenses-benchmarks	356-blog-cisa-ai-security-guidelines.md
357	defenses-benchmarks	357-blog-nist-ai-rmf.md
358	surveys	358-blog-mitre-atlas-ai-threat-knowledge-base.md
359	surveys	359-blog-mitre-atlas-tactics.md
360	surveys	360-blog-mitre-atlas-techniques.md
361	defenses-benchmarks	361-blog-llamaguard-meta-ai-safety-classifier-card.md
362	agent-attacks	362-blog-embrace-the-red-chatgpt-plugin-vulnerabilities.md
363	agent-attacks	363-blog-embrace-the-red-chatgpt-plugin-vulnerabilities.md
364	agent-attacks	364-blog-embrace-the-red-google-gemini-planting-instructions-for-long-term-persi.md
